Name	fire	year_post_burn	severity	Completeness	Contamination	MAG_size_bp	numb_contigs	MAG_FULL_TAX
R_L2_S2_bin.49	ryan	3	Low	81.43	0.37	3586825	158	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__JAOBWM01;s__
R_L2_S2_bin.52	ryan	3	Low	99.27	3.79	3622037	360	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
R_L2_S2_bin.57	ryan	3	Low	92.04	0.08	3141154	348	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rubricoccaceae;g__;s__
R_L2_S2_bin.73	ryan	3	Low	89.99	0.85	5450028	701	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__
R_L2_S2_bin.74	ryan	3	Low	94.13	2.4	4337875	190	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__
R_L2_S2_bin.75	ryan	3	Low	84.55	1.95	4802571	485	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__JAHWJV01;s__
R_L2_S2_bin.8	ryan	3	Low	100	4.45	5136256	133	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Sporichthyales;f__Sporichthyaceae;g__;s__
R_L2_S2_bin.99	ryan	3	Low	88.81	7.86	4373946	318	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__
R_L2_S2_itr_bin.181	ryan	3	Low	95.33	3.16	2812724	73	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__SCTD01;g__;s__
R_L2_S2_itr_bin.200	ryan	3	Low	72.24	10.46	2993874	500	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__Marmoricola sp025965085
R_L2_S2_itr_bin.236	ryan	3	Low	70.84	1.59	3590604	580	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella_A;s__
R_L2_S2_itr_bin.79	ryan	3	Low	95.05	2.62	3700141	162	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Capillimicrobium;s__Capillimicrobium sp025964175
R_L2_S2_prok_bin.112	ryan	3	Low	96.2	0.99	3448521	117	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__Cryobacterium sp025463825
R_L2_S2_prok_bin.119	ryan	3	Low	84.45	3.03	6884184	673	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__JAUJNJ01;s__
R_L2_S2_prok_bin.147	ryan	3	Low	90.86	8.68	4587658	151	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__
R_L2_S2_prok_bin.16	ryan	3	Low	91.48	2.28	3890586	179	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola_A;s__
R_L2_S2_prok_bin.188	ryan	3	Low	73.81	2.82	3607276	581	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__
R_L2_S2_prok_bin.26	ryan	3	Low	81.12	3.32	4974346	104	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__SCTD01;g__RYN-111;s__
R_L2_S2_prok_bin.265	ryan	3	Low	70.83	2.39	6062866	719	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Jatrophihabitantaceae;g__RYN-150;s__
R_L2_S2_prok_bin.44	ryan	3	Low	79.28	6.68	6516817	937	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__RYN-428;s__RYN-428 sp028288775
R_L2_S2_prok_bin.55	ryan	3	Low	98.87	5.91	4027641	190	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JADLDQ01;s__
R_L2_S2_prok_bin.70	ryan	3	Low	89.9	3.7	4571962	305	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
R_L2_S2_prok_bin.87	ryan	3	Low	83.03	0.21	2007530	112	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__;s__
R_L3_S3_bin.102	ryan	3	Low	81.97	3.88	6706980	770	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila;s__Rhodopila sp028291505
R_L3_S3_bin.103	ryan	3	Low	85.54	2.11	3314155	353	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__
R_L3_S3_bin.11	ryan	3	Low	83.12	3.88	2962692	187	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Galbitalea;s__
R_L3_S3_bin.113	ryan	3	Low	88.92	4.14	4520668	212	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
R_L3_S3_bin.115	ryan	3	Low	90.61	0.81	4140100	161	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__
R_L3_S3_bin.119	ryan	3	Low	95.57	1.89	3922327	120	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Palsa-881;s__
R_L3_S3_bin.124	ryan	3	Low	91.58	3.97	8573089	776	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__RYN-230;s__
R_L3_S3_bin.135	ryan	3	Low	84.41	2.62	3636916	266	d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__UBA1018;g__;s__
R_L3_S3_bin.150	ryan	3	Low	89.82	1.27	2473458	57	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
R_L3_S3_bin.160	ryan	3	Low	81.35	6.44	2788276	50	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
R_L3_S3_bin.179	ryan	3	Low	91.02	1.24	9054899	270	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Palsa-1104;g__JAQBQH01;s__
R_L3_S3_bin.2	ryan	3	Low	86.38	2.82	4446186	439	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
R_L3_S3_bin.24	ryan	3	Low	78.8	4.58	6570194	409	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__RYN-428;s__RYN-428 sp028288775
R_L3_S3_bin.26	ryan	3	Low	90.34	1.14	2092853	165	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__CAIKPM01;s__
R_L3_S3_bin.30	ryan	3	Low	83.03	1.9	2968088	394	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__
R_L3_S3_bin.31	ryan	3	Low	92.52	4.26	3949119	436	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Palsa-881;s__
R_L3_S3_bin.32	ryan	3	Low	99.21	10.86	6235020	381	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__
R_L3_S3_bin.52	ryan	3	Low	91.88	10.33	10452437	222	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Catenulisporaceae;g__Catenulispora;s__
R_L3_S3_bin.6	ryan	3	Low	100	0.77	3385008	59	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__
R_L3_S3_bin.68	ryan	3	Low	77.6	0.83	1973692	223	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__
R_L3_S3_bin.69	ryan	3	Low	92.31	1.29	4420672	50	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Acidoferrum;s__
R_L3_S3_bin.77	ryan	3	Low	87.63	6.43	7411295	921	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__
R_L3_S3_bin.88	ryan	3	Low	80.17	6.04	2276521	292	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__
R_L3_S3_itr_bin.101	ryan	3	Low	90.24	7.64	7349419	950	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__
R_L3_S3_itr_bin.131	ryan	3	Low	88.66	5.76	2611041	380	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__
R_L3_S3_itr_bin.19	ryan	3	Low	75.99	2.2	4854460	911	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__CAJCJE01;s__
R_L3_S3_itr_bin.32	ryan	3	Low	92.07	9.92	3169397	53	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
R_L3_S3_itr_bin.39	ryan	3	Low	87.85	1.04	2868877	287	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__JAKAAZ01;s__
R_L3_S3_itr_bin.51	ryan	3	Low	91.34	7.79	7012927	518	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
R_L3_S3_itr_bin.81	ryan	3	Low	83.57	9.65	3778694	365	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__
R_L3_S3_prok_bin.103	ryan	3	Low	70.11	8.83	3276613	343	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__
R_L3_S3_prok_bin.123	ryan	3	Low	87.61	1.04	6999953	843	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__
R_L3_S3_prok_bin.16	ryan	3	Low	82.93	3.14	2426943	404	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__JAKAVN01;s__
R_L3_S3_prok_bin.164	ryan	3	Low	95.36	2.76	4125632	101	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
R_L3_S3_prok_bin.21	ryan	3	Low	92.14	2.26	3855906	173	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__
R_L3_S3_prok_bin.29	ryan	3	Low	96.07	1.97	4391977	289	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter sp028287865
R_L3_S3_prok_bin.65	ryan	3	Low	99.58	1.31	5247688	322	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__UBA8260;f__UBA8260;g__CF-96;s__CF-96 sp028287605
R_L3_S3_prok_bin.66	ryan	3	Low	82.08	5.1	4122656	370	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__BOG-935;s__
R_co2H2_bin.136	ryan	3	High	92.22	0.68	4112465	99	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__Usitatibacter;s__
R_co2H2_bin.144	ryan	3	High	86.37	4.59	3972331	179	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG11;s__
R_co2H2_bin.210	ryan	3	High	95.84	9.82	10750594	1192	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Actinoplanes;s__
R_co2H2_bin.216	ryan	3	High	87.28	8.93	5906261	635	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__CAIYRG01;s__
R_co2H2_bin.51	ryan	3	High	99.82	1.15	8764837	491	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Solibacter;s__Solibacter sp025463045
R_co2H2_bin.56	ryan	3	High	99.89	10.41	6332130	711	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__
R_co2H2_bin.71	ryan	3	High	67.48	7.96	4019998	426	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__CANKHA01;s__
R_co2H2_bin.77	ryan	3	High	97.05	0.93	7745912	125	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__
R_co2H2_bin.87	ryan	3	High	93.76	5.23	3251567	219	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__
R_co2H2_bin.89	ryan	3	High	97.28	4.36	8421015	499	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Palsa-1104;g__JAQBQH01;s__
R_co2H2_prok_bin.10	ryan	3	High	88	4.82	4491768	407	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__CADCVQ01;s__
R_co2H2_prok_bin.114	ryan	3	High	87.98	2.97	3478744	160	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
R_co2H2_prok_bin.135	ryan	3	High	81.11	0.77	5728511	392	d__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__CAJBBX01;g__;s__
R_co2H2_prok_bin.139	ryan	3	High	75.06	2.47	3029767	409	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__
R_co2H2_prok_bin.192	ryan	3	High	99.16	3.06	2402900	161	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__
R_co2H2_prok_bin.225	ryan	3	High	76.49	9.29	3149231	434	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__
R_co2H2_prok_bin.36	ryan	3	High	95.35	6.38	6194669	778	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__IMCC26256;f__BP-133;g__BP-133;s__BP-133 sp030838815
R_co2H2_prok_bin.37	ryan	3	High	87.93	10.9	3301910	291	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__
R_co2H2_prok_bin.56	ryan	3	High	84.54	6.15	3393343	213	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__CADCSY01;g__JAEKLB01;s__
R_co2H2_prok_bin.71	ryan	3	High	87.07	2.18	7628404	856	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__
R_co2H2_prok_bin.76	ryan	3	High	86.67	0.1	3288462	194	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__
R_co2H3_bin.117	ryan	3	High	83.68	3.95	4209094	658	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__CADCUO01 sp025965155
R_co2H3_bin.129	ryan	3	High	84.91	7.28	4406662	330	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Baekduia;s__
R_co2H3_bin.148	ryan	3	High	91.65	6.3	5104596	374	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__
R_co2H3_bin.204	ryan	3	High	91.96	1.65	3943717	240	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__JACMRP01;s__
R_co2H3_bin.261	ryan	3	High	74.05	5.79	3782391	459	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__28-YEA-48;s__
R_co2H3_bin.270	ryan	3	High	84.04	8.47	4685049	409	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__
R_co2H3_bin.271	ryan	3	High	98.13	0.9	4176919	218	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__
R_co2H3_bin.277	ryan	3	High	81.67	3.97	4161976	490	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__
R_co2H3_bin.39	ryan	3	High	94.73	2.61	3404454	124	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhabdus;s__
R_co2H3_bin.46	ryan	3	High	88.76	7.74	7940266	710	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Trebonia;s__
R_co2H3_bin.54	ryan	3	High	94.6	2.21	3694747	49	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Galbitalea;s__
R_co2H3_bin.59	ryan	3	High	88.94	0.62	4172866	145	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Herbaspirillum;s__
R_co2H3_prok_bin.113	ryan	3	High	92.94	3.95	5685479	150	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Granulicella_C;s__
R_co2H3_prok_bin.127	ryan	3	High	96.89	7.66	6067490	375	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18;s__
R_co2H3_prok_bin.142	ryan	3	High	93.32	1.84	6777781	208	d__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Capsulimonadaceae;g__Capsulimonas;s__Capsulimonas sp025963815
R_co2H3_prok_bin.194	ryan	3	High	91.38	3.65	5766537	400	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
R_co2H3_prok_bin.226	ryan	3	High	88.06	10.76	3512271	163	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Lacisediminihabitans;s__
R_co2H3_prok_bin.42	ryan	3	High	80.25	3.35	3580938	559	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans_A;s__
R_co3H_prok_bin.14	ryan	3	High	93.97	0.7	4148353	144	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__JACQAP01;g__JACQAP01;s__
R_co3H_prok_bin.188	ryan	3	High	85.82	3.44	4516541	619	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__CADCUO01;s__CADCUO01 sp025965155
R_co3H_prok_bin.3	ryan	3	High	89.26	4.78	3565098	188	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__JAFAQI01;g__JAFAQI01;s__
R_co3H_prok_bin.64	ryan	3	High	89.35	3.73	3960972	369	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Elarobacter;s__
R_co3high_bin.115	ryan	3	High	76.4	1.54	2946529	370	d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__UBA1018;g__;s__
R_co3high_bin.116	ryan	3	High	91.27	3.04	6102026	305	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Planosporangium;s__Planosporangium sp025965915
R_co3high_bin.27	ryan	3	High	84.55	2.77	2554618	275	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__RYN-84;s__RYN-84 sp025464095
R_co3high_bin.31	ryan	3	High	90.45	2.25	4422558	648	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__Ferruginibacter sp028288465
R_co3high_bin.79	ryan	3	High	92.68	5.67	5015939	423	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__IMCC26256;f__PALSA-555;g__;s__
R_co3high_bin.82	ryan	3	High	97.56	2.88	4390723	275	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__PALSA-911;s__
R_co3high_bin.95	ryan	3	High	93.59	2.13	4944787	193	d__Bacteria;p__Actinomycetota;c__UBA4738;o__JAHWKV01;f__JAOPZY01;g__JAOPZY01;s__
R_co3high_bin.99	ryan	3	High	82.11	5.38	6348214	1221	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Jatrophihabitantaceae;g__Jatrophihabitans_A;s__Jatrophihabitans_A sp030840295
								d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Xiphinematobacteraceae;g__Candidatus_Xiphinematobacter;s__uncultured_bacterium
