,OTUID,,Count in SJ v TP,Count in SF v SJ,Count in SF v TP,Count in SF v SJ shallow,Count in TP v SJ shallow,Count in SF v TP shallow,Count in SF v TP deep,Count in TP v SJ deep,Count in SJ v SF deep,Count in SF v TP OM,Count in SJ v SF OM,Count in TP v SJ OM
525,8b23ded35b3cc544826fcf5036569f35,#N/A,0,0,0,1,0,1,1,0,0,1,0,0
526,2d5ffb4e1f1451506ff803ca2de0f906,#N/A,0,0,0,1,0,1,2,0,1,0,0,0
527,b82b16eeb37df3ff9febc2396726077d,#N/A,0,0,0,1,0,0,0,0,1,0,0,0
528,17212e54fae69ca66f23490a55cb3775,#N/A,0,0,0,1,0,1,1,0,0,0,0,0
529,27664985e0ed0ed47aca86f23a364e19,#N/A,0,0,0,1,0,1,1,0,1,0,0,0
530,70d8315e5beafe9e9fb8be1be4e18445,#N/A,0,0,0,1,0,0,1,0,1,0,0,0
531,71e9d4e80e48bd53eb2abfbb4a7e341f,#N/A,0,0,0,0,0,2,1,0,0,0,1,0
532,84dc8044c418eea47081d75e021123ee,#N/A,0,0,0,0,0,2,1,1,1,3,4,4
533,00eed0ba15c97f0cc8ceedd904c4d927,#N/A,0,0,0,0,0,2,3,0,1,0,0,0
534,597d78c0f8dc2c814699deffd190cb71,#N/A,0,0,0,0,0,1,1,0,1,0,0,0
535,00e1ac6c0798021d88661bdb217b4e7a,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
536,59d4c539081ef4f543b377cf1f6555ee,#N/A,0,0,0,0,0,1,0,0,0,1,4,1
537,5ac9f09a771cefb3e8c916dc07e668da,#N/A,0,0,0,0,0,1,0,0,0,1,0,0
538,185429d555f5392736af4ff86cf91fdc,#N/A,0,0,0,0,0,1,0,0,0,2,1,0
539,187dfbde4f594062dce9d7a46f620df3,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
540,588a86e34e974df2e3be9ed98e974067,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
541,0b92936600fc7e920eb4e73fce1f16b8,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
542,51dd5375deb311134a55c5b7baa563df,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
543,50dc3ce01c8881e0a806a6eccec55174,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
544,383efa0da9fd3bf6fa7172d7a87a00e2,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
545,42bfb1f42638241540cf6995648dbb0b,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
546,3390997de73af78fca3330bfecffcae0,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
547,3678106c8cdc993d69df513c785cb600,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
548,396a08fec030082df4fbf863cb212913,#N/A,0,0,0,0,0,1,1,0,0,0,0,0
549,21459d1a1865fc0aa8ce4984e868dc12,#N/A,0,0,0,0,0,1,1,0,1,0,0,0
550,23b17516ade1ddec8d16263d891a31c4,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
551,4a79d10c24e1792cc5cab088a69f5241,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
552,cfa65f6ac437924b22f3501e4432003c,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
553,d291374e3269760396cbb0b565ed192c,#N/A,0,0,0,0,0,1,1,0,0,0,0,1
554,f01673f2e588a4484c92f5a4d897cb14,#N/A,0,0,0,0,0,1,0,0,0,1,0,0
555,fce471ea2297b3a5611269314a250814,#N/A,0,0,0,0,0,1,1,0,0,0,0,0
556,dfd8f95ee4b7a110ebd5cb06c7f54267,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
557,eced2dc11d48f534d309bbc54a6a0cae,#N/A,0,0,0,0,0,1,0,0,0,4,0,2
558,affd42b6036d0aaf5c3a94fc7b3e7793,#N/A,0,0,0,0,0,1,1,1,0,1,0,0
559,6e2ee822ba5571de899906194ea40559,#N/A,0,0,0,0,0,1,1,0,0,0,0,0
560,7d69460ff7322e082a42f18f3607daae,#N/A,0,0,0,0,0,1,0,0,0,1,2,2
561,684e2f84d0c3c0c4c2873d42487aefd0,#N/A,0,0,0,0,0,1,0,0,0,2,1,0
562,5ccf0b83f5aacb56569e1c4e39ee05f6,#N/A,0,0,0,0,0,1,1,1,1,0,0,0
563,5d092507cdaac6bb24743bd00b78f4f8,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
564,62e4683e9716f47cd9a05dbe38114b9f,#N/A,0,0,0,0,0,1,1,0,0,0,0,0
565,9da34460206905cf93127c6d48e913b0,#N/A,0,0,0,0,0,1,2,1,1,1,0,0
566,a22373e393bbcd950f584133ff3833d8,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
567,a32abe87e1d0750f650698e0cda991bd,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
568,9c21398856bfa36a8a58599f1ffeb57f,#N/A,0,0,0,0,0,1,0,0,0,0,0,0
569,8ff4c257f21feb47f951c2fe5fcaf795,#N/A,0,0,0,0,0,1,0,0,0,1,2,2
570,96fc2a370a390b604ecdd7a4df1d959d,#N/A,0,0,0,0,0,1,0,0,0,1,0,0
571,979907b17c95310cbb65f52505ea6e0f,#N/A,0,0,0,0,0,1,0,0,0,0,1,0
572,37aaa3db0ed4338766504d1262cb6d22,#N/A,0,0,0,0,0,0,2,0,0,0,0,0
573,19b33c61e5a06c620c94647cec03555b,#N/A,0,0,0,0,0,0,2,0,1,0,0,0
574,d4f11303715cd6fd52aa491d50eef924,#N/A,0,0,0,0,0,0,2,0,1,1,0,0
575,3a73cdd2cd55721f4f848a4ef8674c1b,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
576,e58b5741c6b2f243589e62d0de478e0f,#N/A,0,0,0,0,0,0,1,0,0,0,0,1
577,3ea3e1da0be3554f92ca4e1659df5282,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
578,344ee9ecabf2a8ae413d596fb7ac2089,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
579,757dd440a1b2a67f1044f7fc646e699c,#N/A,0,0,0,0,0,0,1,0,1,0,0,0
580,cb4800c1eb15418bdf8e582903381eb0,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
581,4bcf49be188ced50df74900b2f088e02,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
582,191fb83796ae38927791b7d1e1f55060,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
583,7a6c2132fa3cb7f13a5e6de8d3b97357,#N/A,0,0,0,0,0,0,1,0,0,0,2,2
584,81fa02146329554af61dcca91c99eb79,#N/A,0,0,0,0,0,0,1,0,0,1,1,0
585,2717f0f1a750d4077aeccb3f10223e0f,#N/A,0,0,0,0,0,0,1,0,0,1,0,1
586,0d89e037776c14cd5f790990350c26ec,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
587,573665a01988d5628a278f5da3ee5bb8,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
588,927d1ce8824832d62ca08ebeda0d9c2a,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
589,b04e31c25b4bb9047a0f58abd0f76f3c,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
590,5e1424123563fc44f37b7207b220939d,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
591,b7e70fcb97acb23bc08a1a829dfcef26,#N/A,0,0,0,0,0,0,1,1,0,0,0,0
592,68f4734046069acc626c4285d720cbde,#N/A,0,0,0,0,0,0,1,1,1,0,0,0
593,88dc730cf42af4396fdb617de8add373,#N/A,0,0,0,0,0,0,1,0,1,0,0,0
594,0d91544d3faea75c7deb7a91d2b18017,#N/A,0,0,0,0,0,0,1,1,0,0,0,0
595,02b0b89ab1b53f85cbdd5165c181a7c2,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
596,b67a3bef387e82cdd1c35bf583d2cfad,#N/A,0,0,0,0,0,0,1,0,1,1,1,0
597,f27c05fdb7fc498d251003c5e02a8f56,#N/A,0,0,0,0,0,0,1,0,0,3,2,0
598,b22fffb365d8acfe5f0a50344142cfdb,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
599,92ac1b1d2aa1df1784d499c0340ac334,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
600,f6b689c67ca2c5c020c3fe0035285207,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
601,ec8fc9ba3a381e87c20c89a152770ec7,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
602,2a668f1d687898737568e758ab98079e,#N/A,0,0,0,0,0,0,1,0,0,1,0,0
603,fe2aa9d596407c50a526145e4fed2395,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
604,07565b8ced305442be52bacdecc2e7f0,#N/A,0,0,0,0,0,0,1,0,0,0,0,0
605,12165f31508b5eb4848558706e5cf20d,#N/A,0,0,0,0,0,0,0,2,2,0,0,0
606,a85574c7ec2f378ffcd078dd4606cd49,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
607,a4fa4af54bc346a9c3598b1a086abbd6,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
608,9e90b03261693c7ca2cf063cfe642238,#N/A,0,0,0,0,0,0,0,1,0,0,0,0
609,101ad54ea730108be9e72f024f8bc7cf,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
610,c7cff8317363c3dc49f22b7f20c4784d,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
611,afaddfd0a2f28f71e6a88ca67d01ab37,#N/A,0,0,0,0,0,0,0,1,0,0,0,0
612,9127fd5d5c5c26f9566796272a16aafb,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
613,94f379a24826419d086895baa2e01422,#N/A,0,0,0,0,0,0,0,1,0,1,0,1
614,d086f00fcae1e42c0a27520ecf4faf5a,#N/A,0,0,0,0,0,0,0,1,1,0,1,1
615,fd1098cd571337c869bc804919b0f630,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
616,a9f610b4e6a671edc25a5827fcfc1b1c,#N/A,0,0,0,0,0,0,0,1,0,0,0,0
617,0f5fafe892407a820bb5349b3b4abb9e,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
618,6e2927c187f08c38bc5717179da9a3e8,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
619,e739f8b89d11d52f7c5f826cdceaa0ed,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
620,4cca9aa1eac44082490b0f5e1222bad0,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
621,b3ec723bf8dbaa790acd5e25dad03d9c,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
622,5b5fc41e4def55055e7e165fecdfc4f1,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
623,8f430b8a704782cbf65fc09d6edd228c,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
624,fec75ad0243d644f96c60039ac145489,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
625,0250430f8ad32257e11da9dc1a51b439,#N/A,0,0,0,0,0,0,0,1,1,1,0,1
626,1033f48b51d8e090f414160360a64628,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
627,053da98590577c30f301cbfda8c395e4,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
628,489754d1f71a1be6d20ca8a8db2ba3a3,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
629,7c475f3ebba75385e74afbdfc80ba793,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
630,d343f9921ee673dac99c8a8db9d224e0,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
631,ac74001499698f6df1a4cbd58c3b3e13,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
632,68d5901376043b0cf4f847284b53b740,#N/A,0,0,0,0,0,0,0,1,1,0,0,0
633,95e6779b0658efc1dc6048bd8a0b2e98,#N/A,0,0,0,0,0,0,0,1,1,1,0,0
634,fa5c36facac8f731ca82e332fed2d4f2,#N/A,0,0,0,0,0,0,0,0,2,0,0,0
635,6b0b454899c4250099028466c5ae4e57,#N/A,0,0,0,0,0,0,0,0,1,0,0,0
636,2443b296c97d0b8977bf4bf499dccbb3,#N/A,0,0,0,0,0,0,0,0,1,0,0,0
637,754b2c81056bb70f31b3d418210a2771,#N/A,0,0,0,0,0,0,0,0,1,0,0,0
638,737da660c8ad5f8abc839c9d217255d2,#N/A,0,0,0,0,0,0,0,0,0,4,0,3
639,bfedfeab27c64ccacfdf94804ae130e0,#N/A,0,0,0,0,0,0,0,0,0,2,1,2
640,8439b0b133f961bb7b2b70d7ac2efc5e,#N/A,0,0,0,0,0,0,0,0,0,2,0,1
641,999d8e653e8779ece234641e75f1014a,#N/A,0,0,0,0,0,0,0,0,0,2,0,1
642,01df7e3348fb61ef6fd910a62b43ef4c,#N/A,0,0,0,0,0,0,0,0,0,2,0,0
643,d9986026f803b26da4262d453b3fd648,#N/A,0,0,0,0,0,0,0,0,0,2,0,1
644,6e96fcf681f6d1a83bbcfb0513db43ef,#N/A,0,0,0,0,0,0,0,0,0,2,0,1
645,f9d2bdb4e392db5dbe9234f2e00f00d6,#N/A,0,0,0,0,0,0,0,0,0,2,0,2
646,b0f86f663e5dab32d4f9f2b4e8cff59d,#N/A,0,0,0,0,0,0,0,0,0,2,1,1
647,09368e2692dbe28dddad2a0c8eb22691,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
648,c1878fae8f4982b85495b6c4f91315e2,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
649,99897558031f0e080c2ff326afe1b112,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
650,db8a2682bed0221dc33f4aed560e3488,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
651,54424fe6213a62b21f9d7d23d1ae857b,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
652,c1b391d8043eafe4ef60622a9d7a3f0c,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
653,f062c256c07f98e8a7eeb79b0e8a9b61,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
654,178525dc760abab7495883e0b76d456a,#N/A,0,0,0,0,0,0,0,0,0,1,3,1
655,8ae034a7955c046039361ae1ce65a181,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
656,57ccdbc5d1689dfba7ff5d6e3fec8174,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
657,467c224716ae17fc3e5514ba0e8d75c6,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
658,83bde223c39dd48dae38d6306e3a0c90,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
659,d6b912a1b4d1acc4203c1c3c700b17c3,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
660,4b90dfca1ca564a58de18448a0016842,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
661,7570554bef9edcc144bf17e68fdce672,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
662,88c576747ef1dd9ce7ec1467999fd157,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
663,b727591cdc8d923ba19c08480c4985d5,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
664,6ebb861511ecf9a8fc2e550062fa6ab7,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
665,e21ae12fdd02e99639c29990e2213c52,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
666,9f956a515f0b569ecf3c2e7c442e0ce0,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
667,64300ea1d7bc3406dc9c5d6348170dd7,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
668,659da96ce96645ffaa90c3a772b4c97a,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
669,4175c415be59235fabb8b0ef9bb8688d,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
670,8ea203f7cde5644916b547d935a639af,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
671,7a1aa4a1aa022a471b2f1716c4a53757,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
672,bd402071ed1072e92e5b4fc8d618c2d2,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
673,11432127e324ed67b727d4a8f77f2a87,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
674,87b3d2c19882eaad9154cafb75f157a1,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
675,7d0f714f1ab7ffb47d32f615334ff95d,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
676,3ff6fe15359474fb57b92a9b19dd8a9d,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
677,3b255673aaf8073b7ed28d279a71e7d9,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
678,152efdde23fdc8b9dc0e6c7c94cfe1a9,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
679,724b1df46d383574c7168957d816f2bc,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
680,4d559fa02046b81d99385128f347a3f5,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
681,297cff97dfc9cc2a2566c62bfe882e8a,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
682,7b0d17cc581d5233328ffd4ab316b076,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
683,a7cc5a2c5ec26ca262981b81cfdd801c,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
684,be4490ac9ae90267c21f5dac2c494c26,#N/A,0,0,0,0,0,0,0,0,0,1,1,2
685,e6760ae34268a37a68c5017499ae2b7d,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
686,321c18cc0ecb9e1176ac87201847459d,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
687,9767df8a2413ca4d189971ea2ebfe4ad,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
688,3ad7000b36bd34ccf1e8c9612195884e,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
689,895a579b167be19bfc0637cdf509b03e,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
690,6cede8214acb785a813ca65039f09008,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
691,23dd2a9346076846d4a06ed85142870b,#N/A,0,0,0,0,0,0,0,0,0,1,1,2
692,b122a2441fba0fa05940b4479b9bae36,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
693,d87104d0b58c3b3be0e065a9997b1e33,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
694,44c21e29adae97a53247abbd73978395,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
695,8238ff073607a53cb31c400f5917d8e7,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
696,85ab4342c9981c13b87fd8a1a2aadeea,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
697,21eef06bdd74444d56578c7de1c0759a,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
698,7c2d5b90609171709cf02ba5c7d97a4a,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
699,653f59662045f8311d2fd5b76b7fceed,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
700,2c8ab82f34a203cf5b3c50b64e0e2d7e,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
701,3acc6a76ae411092fc2c11c415a29c24,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
702,a38c40e130d0d5be8780c9c7604acd47,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
703,65421c3c4555d1e2dcb93a405714c3ed,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
704,c10e8926840ffe491d1c3626e19e28a7,#N/A,0,0,0,0,0,0,0,0,0,1,1,2
705,373b499ecc109980301fe86cace54fd2,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
706,40c98c7a85b81e2eb48134c3571c6216,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
707,6a74b23d2e5a7c23b36d533bad596eb9,#N/A,0,0,0,0,0,0,0,0,0,1,0,0
708,65d74ae74c0c29ac3a2bd5255cc4707f,#N/A,0,0,0,0,0,0,0,0,0,1,2,1
709,69f3349d557304be02aa92f6f3cf48ea,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
710,309ffd834f7204dd952dbd52c5e03a00,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
711,3459f6b70f634150573a8c25c0ff42a2,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
712,4bf3b0012e5818124d91af098bf71dec,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
713,85fef987bb59f655366d4e58288781b7,#N/A,0,0,0,0,0,0,0,0,0,1,1,0
714,24358ab1fe94d3d13d7f3f879d853af7,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
715,87ef74a586eddf48e5bc9740ef320fdf,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
716,32ff47f0cc0086d374ed8f895c5a4cdb,#N/A,0,0,0,0,0,0,0,0,0,1,5,4
717,e13a3268e3879a71897539489947e928,#N/A,0,0,0,0,0,0,0,0,0,1,1,1
718,54a9951a51346a9e3d35387811fe781e,#N/A,0,0,0,0,0,0,0,0,0,1,0,1
719,1740550615f97485ea55f19e50aeab27,#N/A,0,0,0,0,0,0,0,0,0,0,3,3
720,eb86e3485b9ee18153db6b8777f68155,#N/A,0,0,0,0,0,0,0,0,0,0,2,2
721,7487fca057b1c8f94f8b17375e15af34,#N/A,0,0,0,0,0,0,0,0,0,0,2,1
722,bac18a83191c0ee20aef795455d51c9b,#N/A,0,0,0,0,0,0,0,0,0,0,2,2
723,7c6c892f3774dd5dcab5833855d591d0,#N/A,0,0,0,0,0,0,0,0,0,0,2,2
724,fccbdff8fac6bb4a77fa3e3d96e7ec2a,#N/A,0,0,0,0,0,0,0,0,0,0,2,1
725,9a91829183ecde34c67298409dfe3e43,#N/A,0,0,0,0,0,0,0,0,0,0,2,1
726,72c86e4e0c614b7163557c26eea4f0bf,#N/A,0,0,0,0,0,0,0,0,0,0,2,1
727,0a6510fc635785495e2eba8aac53a028,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
728,cea3a6e7558aa74866ac911946bef5d4,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
729,33c509d5a9eaecc5c0390586ea9c26d9,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
730,7ad302234568398fcf49f382b1c34dfb,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
731,439a61d83682f0fd5f1f655ffddbb9e6,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
732,479a5b9f856ba45cb0d9c788c72ece6a,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
733,7370fb0e604147b126a9d4d1d66024d3,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
734,3f0054783c51bdb4b5a476dca00e7291,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
735,1644bac83434fbff42aee3b9328d91b0,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
736,969b25b72a8d75676f497a26c9a99712,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
737,b7544ffcaecbbf9d2011708d74c29b20,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
738,febb19ff2eb08a5e4ae9c6fa72eab8a0,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
739,4841ec05bbb1338bebf949d20cfba5ca,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
740,9fa257667fb1c6aeaab031142a20a777,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
741,7fd3fc3eb70370e3933c5b130196225b,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
742,d970b92a875ff31c269ebcef65db4be5,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
743,a748ccca9a07a5d7e9feaa252ab2e554,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
744,bed0e5496a1ce918cd1adc5ea5517d50,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
745,8950434aef3f41ba4d4e9ed794e5f4a6,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
746,fa60d117c679ca3d3001199f0a073a18,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
747,b75d33777f96cb0e4c546dcb18f412a2,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
748,49ac79f95feb6ca96dbbe8f550a63af6,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
749,98e070e368bf0ef6e5a49a524dee6891,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
750,a0fe85d9ffc01ae2fa8d27457923c8be,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
751,d3df483cbb13c7f8c70820fb7e1e6230,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
752,5060f5813f43712bf97a57a705defd97,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
753,7b63d41b3c3a52c4076402f77acd8be9,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
754,448a22748ed7d08bd874cb209c7f9952,#N/A,0,0,0,0,0,0,0,0,0,0,1,0
755,8e0872d0d7101fbd0b39f9cae8d8c6f6,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
756,81c6b8fd0a307a61beab83ad3e6af58a,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
757,377ab0ace4b9be30cbefe96d0e4192fe,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
758,a60aa69f72efa05ee77638594d3a1edc,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
759,5763d98bfa4bfaafe5519a1fa9a7bd80,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
760,4ebe0872d697b7432cccab99386911aa,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
761,da882791eeb42d8dcdc9a7f843a9d0d7,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
762,3f95c08edc559025fdb0c3a1d1c02cf5,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
763,b6ca48dc826e03351eb0a5441ee07711,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
764,99369d21f3da2bcc2b72070fd7f29308,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
765,7903db4974dc41ffa3e5d6a003d227ea,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
766,a3b8ae81311b0d62c4931c7f97ede8a4,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
767,ce6dbec6348b779290f7a72f3512b4c2,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
768,1b19ddc52f14d0b9a5430a8f2efeb1a8,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
769,dff2dc24cceffe32cc5639bf231c0ad2,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
770,37291111f477666e020849fdd104f173,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
771,0bd5877793d3b585eb1c921ff15165c1,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
772,0ea9d870ca5d6df61cc47e46abc2f484,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
773,55d294613e5145693b358304624e61ab,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
774,b6aa0321169856fa2d98ea9a21520b5a,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
775,e22be0d09cc776a987cd50c3b9115f79,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
776,93b288d794d13d6d171700f009d4cc32,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
777,0cd0f8c74ad0b4abc28e8b8f323a6646,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
778,419fc2330493fd6c2817f2b4f8bf340e,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
779,39e821d16a5089c3b41b2fa6d7a91bd8,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
780,c5fce63fb87b53a908b98aa18457a421,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
781,49a250849d64ca63b354b4b3281030d0,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
782,649f026cd615015b1c0f8e760d309122,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
783,e98cb10bc6809894d30828d5b7e6d833,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
784,c2e11568c900d5567ff24a808a5edeb9,#N/A,0,0,0,0,0,0,0,0,0,0,1,1
